type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
0,298.0,308.3,1405,56.2,218,10.300000000000011,8.268167539267015,0.8616600790513834,1,0,0,0,1,0
0,298.0,308.3,1662,32.7,0,10.300000000000011,5.6908272251308905,0.0,0,0,0,0,0,0
1,298.0,308.2,1466,42.6,2,10.199999999999989,6.5394345549738215,0.007905138339920948,0,0,0,0,0,0
0,298.0,308.2,1620,35.8,5,10.199999999999989,6.072879581151832,0.019762845849802372,0,0,0,0,0,0
0,298.0,308.2,1357,48.2,7,10.199999999999989,6.848942408376963,0.02766798418972332,0,0,0,0,0,0
0,298.0,308.2,1514,37.9,9,10.199999999999989,6.008439790575916,0.03557312252964427,0,0,0,0,0,0
0,298.0,308.2,1489,40.4,11,10.199999999999989,6.299015706806283,0.043478260869565216,0,0,0,0,0,0
0,298.1,308.3,1331,63.0,13,10.199999999999989,8.780418848167539,0.05138339920948617,0,0,0,0,0,0
0,298.0,308.0,1615,29.5,15,10.0,4.988743455497382,0.05928853754940711,0,0,0,0,0,0
0,298.1,308.2,1482,37.9,17,10.099999999999966,5.88144502617801,0.06719367588932806,0,0,0,0,0,0
1,298.1,308.2,1420,63.9,19,10.099999999999966,9.501361256544502,0.07509881422924901,1,0,0,1,0,0
1,298.2,308.3,1522,49.1,22,10.100000000000023,7.825151832460732,0.08695652173913043,0,0,0,0,0,0
0,298.1,308.2,1654,32.1,25,10.099999999999966,5.55951832460733,0.09881422924901186,0,0,0,0,0,0
1,298.1,308.2,1736,26.8,27,10.099999999999966,4.871706806282723,0.1067193675889328,0,0,0,0,0,0
1,298.0,308.1,1587,32.3,30,10.100000000000023,5.367549738219895,0.11857707509881422,0,0,0,0,0,0
0,298.1,308.2,1390,47.5,33,10.099999999999966,6.9136125654450264,0.13043478260869565,0,0,0,0,0,0
0,298.0,308.1,1454,37.1,35,10.100000000000023,5.648523560209425,0.1383399209486166,0,0,0,0,0,0
2,298.0,308.1,1440,43.7,37,10.100000000000023,6.58931937172775,0.14624505928853754,0,0,0,0,0,0
0,297.9,308.0,1954,21.1,42,10.100000000000023,4.317214659685864,0.16600790513833993,0,0,0,0,0,0
2,297.9,308.0,1800,24.8,44,10.100000000000023,4.67434554973822,0.17391304347826086,0,0,0,0,0,0
0,298.0,308.0,1524,37.0,49,10.0,5.904502617801047,0.19367588932806323,0,0,0,0,0,0
2,298.0,308.0,1520,39.6,51,10.0,6.30282722513089,0.2015810276679842,0,0,0,0,0,0
1,298.1,308.1,1452,40.8,56,10.0,6.20330890052356,0.22134387351778656,0,0,0,0,0,0
0,298.1,308.1,1484,40.4,59,10.0,6.27786387434555,0.233201581027668,0,0,0,0,0,0
0,298.1,308.0,1426,46.0,61,9.899999999999977,6.86869109947644,0.24110671936758893,0,0,0,0,0,0
0,298.1,308.0,1652,28.5,63,9.899999999999977,4.930052356020942,0.2490118577075099,0,0,0,0,0,0
0,298.0,308.0,1401,54.7,65,10.0,8.024575916230367,0.25691699604743085,0,0,0,0,0,0
1,298.0,307.9,1750,26.6,67,9.899999999999977,4.87434554973822,0.2648221343873518,0,0,0,0,0,0
2,298.0,308.0,1479,50.7,70,10.0,7.85186387434555,0.2766798418972332,0,0,0,0,0,0
1,298.0,308.0,1620,29.4,75,10.0,4.987225130890052,0.2964426877470356,0,0,0,0,0,0
0,298.0,308.1,1819,23.4,78,10.100000000000023,4.457026178010471,0.308300395256917,0,0,0,0,0,0
1,298.1,308.1,1456,43.7,80,10.0,6.662534031413613,0.31620553359683795,0,0,0,0,0,0
0,298.1,308.0,1626,36.5,83,9.899999999999977,6.21455497382199,0.32806324110671936,0,0,0,0,0,0
1,298.1,308.1,1390,49.8,85,10.0,7.248376963350785,0.3359683794466403,0,0,0,0,0,0
0,298.2,308.2,1469,43.0,88,10.0,6.6143455497382195,0.34782608695652173,0,0,0,0,0,0
0,298.2,308.3,2051,19.2,90,10.100000000000023,4.123476439790576,0.3557312252964427,0,0,0,0,0,0
0,298.2,308.3,1568,36.0,92,10.100000000000023,5.910785340314136,0.36363636363636365,0,0,0,0,0,0
0,298.2,308.3,1589,33.2,94,10.100000000000023,5.524062827225131,0.3715415019762846,0,0,0,0,0,0
0,298.2,308.3,1805,31.6,96,10.100000000000023,5.972565445026178,0.3794466403162055,0,0,0,0,0,0
2,298.2,308.4,1385,42.2,98,10.199999999999989,6.120104712041885,0.38735177865612647,0,0,0,0,0,0
0,298.1,308.4,1436,46.7,103,10.299999999999955,7.022115183246073,0.40711462450592883,0,0,0,0,0,0
0,298.1,308.4,1438,45.6,105,10.299999999999955,6.866261780104712,0.4150197628458498,0,0,0,0,0,0
0,298.0,308.3,1473,42.6,107,10.300000000000011,6.570659685863875,0.42292490118577075,0,0,0,0,0,0
0,298.1,308.4,1335,40.2,109,10.299999999999955,5.619581151832461,0.4308300395256917,0,0,0,0,0,0
2,298.1,308.5,1392,44.8,111,10.399999999999977,6.530010471204188,0.43873517786561267,0,0,0,0,0,0
1,298.1,308.5,1372,51.1,116,10.399999999999977,7.341277486910994,0.45849802371541504,0,0,0,0,0,0
1,298.1,308.6,1716,30.7,119,10.5,5.516356020942408,0.47035573122529645,0,0,0,0,0,0
0,298.0,308.5,1395,46.2,122,10.5,6.748586387434556,0.48221343873517786,0,0,0,0,0,0
0,298.0,308.5,1713,25.3,124,10.5,4.538104712041885,0.4901185770750988,0,0,0,0,0,0
2,297.9,308.5,2129,18.7,126,10.600000000000023,4.168827225130889,0.4980237154150198,0,0,0,0,0,0
1,297.8,308.3,1567,35.6,131,10.5,5.84138219895288,0.5177865612648221,0,0,0,0,0,0
0,297.8,308.4,1622,38.3,134,10.599999999999966,6.504984293193717,0.5296442687747036,0,0,0,0,0,0
0,297.7,308.4,1740,27.1,136,10.699999999999989,4.937591623036649,0.5375494071146245,0,0,0,0,0,0
2,297.8,308.4,1512,35.1,138,10.599999999999966,5.557193717277487,0.5454545454545454,0,0,0,0,0,0
1,297.8,308.4,1479,43.5,143,10.599999999999966,6.7368062827225135,0.5652173913043478,0,0,0,0,0,0
0,297.8,308.4,1737,27.5,146,10.599999999999966,5.0018324607329845,0.5770750988142292,0,0,0,0,0,0
0,297.8,308.4,2129,19.2,148,10.599999999999966,4.280293193717277,0.5849802371541502,0,0,0,0,0,0
0,297.8,308.4,1374,47.1,150,10.599999999999966,6.77648167539267,0.5928853754940712,0,0,0,0,0,0
1,297.8,308.4,1579,36.6,152,10.599999999999966,6.051455497382199,0.6007905138339921,0,0,0,0,0,0
0,297.9,308.5,1305,47.2,155,10.600000000000023,6.449842931937174,0.6126482213438735,0,0,0,0,0,0
1,297.9,308.5,1449,40.8,157,10.600000000000023,6.190492146596858,0.6205533596837944,0,0,0,0,0,0
2,298.0,308.6,1526,41.8,160,10.600000000000023,6.679246073298429,0.6324110671936759,0,0,0,0,0,0
1,298.0,308.6,1453,44.1,165,10.600000000000023,6.7096649214659685,0.6521739130434783,0,0,0,0,0,0
0,297.9,308.6,1468,36.0,168,10.700000000000045,5.5338219895287954,0.6640316205533597,0,0,0,0,0,0
0,298.0,308.6,1313,50.8,170,10.600000000000023,6.984335078534031,0.6719367588932806,0,0,0,0,0,0
1,297.9,308.5,1300,53.0,172,10.600000000000023,7.214659685863874,0.6798418972332015,0,0,0,0,0,0
0,297.9,308.4,1646,40.6,175,10.5,6.997654450261781,0.691699604743083,0,0,0,0,0,0
0,297.8,308.4,1714,33.2,177,10.599999999999966,5.9586178010471205,0.6996047430830039,0,0,0,0,0,0
0,297.8,308.4,1685,28.4,179,10.599999999999966,5.010890052356021,0.7075098814229249,0,0,0,0,0,0
0,297.8,308.4,1512,39.9,181,10.599999999999966,6.317151832460732,0.7154150197628458,0,0,0,0,0,0
0,297.8,308.4,1612,32.1,183,10.599999999999966,5.418345549738221,0.7233201581027668,0,0,0,0,0,0
2,297.8,308.4,1550,38.2,185,10.599999999999966,6.200000000000001,0.7312252964426877,0,0,0,0,0,0
0,297.8,308.4,1518,32.5,190,10.599999999999966,5.165968586387435,0.7509881422924901,0,0,0,0,0,0
0,297.8,308.5,1448,40.0,192,10.699999999999989,6.064921465968586,0.758893280632411,0,0,0,0,0,0
0,297.8,308.5,1561,46.3,194,10.699999999999989,7.5679895287958105,0.766798418972332,0,0,0,0,0,0
1,297.8,308.5,1488,41.9,196,10.699999999999989,6.528502617801047,0.7747035573122529,0,0,0,0,0,0
0,297.8,308.5,1699,27.8,199,10.699999999999989,4.945780104712043,0.7865612648221344,0,0,0,0,0,0
0,297.7,308.5,1501,41.4,201,10.800000000000011,6.506952879581152,0.7944664031620553,0,0,0,0,0,0
0,297.7,308.5,1373,56.7,203,10.800000000000011,8.151738219895288,0.8023715415019763,1,0,0,0,1,0
2,297.6,308.4,1703,31.4,205,10.799999999999955,5.5993926701570675,0.8102766798418972,0,0,0,0,0,0
2,297.7,308.5,1720,29.9,210,10.800000000000011,5.3851308900523565,0.8300395256916996,0,0,0,0,0,0
1,297.6,308.4,1398,41.9,215,10.799999999999955,6.1336335078534026,0.849802371541502,0,0,0,0,0,0
1,297.6,308.4,1391,51.9,218,10.799999999999955,7.5594659685863865,0.8616600790513834,0,0,0,0,0,0
1,297.6,308.3,1538,40.2,0,10.699999999999989,6.474094240837697,0.0,0,0,0,0,0,0
0,297.5,308.2,1647,31.3,3,10.699999999999989,5.398020942408377,0.011857707509881422,0,0,0,0,0,0
1,297.5,308.1,1469,44.8,5,10.600000000000023,6.891225130890052,0.019762845849802372,0,0,0,0,0,0
0,297.4,308.1,1749,25.9,8,10.700000000000045,4.743361256544502,0.03162055335968379,0,0,0,0,0,0
1,297.6,308.2,1995,20.5,10,10.599999999999966,4.282460732984293,0.039525691699604744,0,0,0,0,0,0
0,297.6,308.3,1742,27.7,13,10.699999999999989,5.052712041884817,0.05138339920948617,0,0,0,0,0,0
0,297.5,308.2,1563,38.2,15,10.699999999999989,6.252000000000001,0.05928853754940711,0,0,0,0,0,0
1,297.5,308.2,1713,32.2,17,10.699999999999989,5.775769633507854,0.06719367588932806,0,0,0,0,0,0
0,297.4,308.1,1474,39.4,20,10.700000000000045,6.081214659685863,0.07905138339920949,0,0,0,0,0,0
1,297.4,308.2,1530,32.6,22,10.800000000000011,5.2228272251308905,0.08695652173913043,0,0,0,0,0,0
0,297.4,308.2,1471,46.5,25,10.800000000000011,7.162460732984293,0.09881422924901186,0,0,0,0,0,0
0,297.5,308.3,1388,48.6,27,10.800000000000011,7.063539267015707,0.1067193675889328,0,0,0,0,0,0
1,297.5,308.2,2448,13.8,29,10.699999999999989,3.5374240837696336,0.11462450592885376,0,0,0,0,0,0
0,297.5,308.3,1585,32.9,32,10.800000000000011,5.460366492146597,0.12648221343873517,0,0,0,0,0,0
1,297.5,308.3,1459,45.2,34,10.800000000000011,6.905424083769634,0.13438735177865613,0,0,0,0,0,0
0,297.5,308.3,1544,40.8,37,10.800000000000011,6.596356020942408,0.14624505928853754,0,0,0,0,0,0
0,297.6,308.3,1617,31.7,39,10.699999999999989,5.367424083769634,0.1541501976284585,0,0,0,0,0,0
0,297.6,308.3,1595,34.3,41,10.699999999999989,5.728638743455496,0.16205533596837945,0,0,0,0,0,0
2,297.6,308.3,1400,44.3,43,10.699999999999989,6.494240837696334,0.16996047430830039,0,0,0,0,0,0
1,297.6,308.4,1611,31.0,48,10.799999999999955,5.229424083769634,0.18972332015810275,0,0,0,0,0,0
1,297.6,308.4,1507,46.0,51,10.799999999999955,7.258848167539267,0.2015810276679842,0,0,0,0,0,0
2,297.5,308.3,1674,30.0,54,10.800000000000011,5.2586387434554975,0.2134387351778656,0,0,0,0,0,0
0,297.6,308.3,1658,34.3,59,10.699999999999989,5.954910994764397,0.233201581027668,0,0,0,0,0,0
0,297.6,308.3,1623,36.9,61,10.699999999999989,6.271068062827225,0.24110671936758893,0,0,0,0,0,0
1,297.6,308.4,1398,48.9,63,10.799999999999955,7.15834554973822,0.2490118577075099,0,0,0,0,0,0
0,297.6,308.4,1517,34.2,66,10.799999999999955,5.4326073298429325,0.2608695652173913,0,0,0,0,0,0
1,297.6,308.3,1467,36.7,68,10.699999999999989,5.637581151832461,0.26877470355731226,0,0,0,0,0,0
1,297.6,308.3,1567,34.6,71,10.699999999999989,5.6772984293193725,0.28063241106719367,0,0,0,0,0,0
1,297.5,308.3,1521,38.2,74,10.800000000000011,6.0840000000000005,0.2924901185770751,0,0,0,0,0,0
0,297.5,308.3,1596,36.8,77,10.800000000000011,6.150031413612565,0.30434782608695654,0,0,0,0,0,0
2,297.6,308.3,1640,30.9,79,10.699999999999989,5.306387434554974,0.31225296442687744,0,0,0,0,0,0
0,297.6,308.3,1438,47.8,84,10.699999999999989,7.197528795811517,0.33201581027667987,0,0,0,0,0,0
0,297.6,308.4,1407,55.2,86,10.799999999999955,8.132607329842934,0.33992094861660077,0,0,0,0,0,0
0,297.6,308.4,1353,57.5,88,10.799999999999955,8.146335078534031,0.34782608695652173,0,0,0,0,0,0
1,297.6,308.5,1552,40.9,90,10.899999999999977,6.6467853403141355,0.3557312252964427,0,0,0,0,0,0
1,297.6,308.4,1569,38.3,93,10.799999999999955,6.292429319371728,0.3675889328063241,0,0,0,0,0,0
0,297.5,308.4,1489,39.5,96,10.899999999999977,6.15869109947644,0.3794466403162055,0,0,0,0,0,0
2,297.5,308.4,1587,36.1,98,10.899999999999977,5.999026178010472,0.38735177865612647,0,0,0,0,0,0
1,297.5,308.3,1622,37.2,103,10.800000000000011,6.318157068062828,0.40711462450592883,0,0,0,0,0,0
0,297.5,308.4,1604,38.1,106,10.899999999999977,6.399204188481676,0.4189723320158103,0,0,0,0,0,0
1,297.4,308.3,1405,51.7,108,10.900000000000034,7.606125654450262,0.4268774703557312,0,0,0,0,0,0
0,297.4,308.3,1412,42.0,111,10.900000000000034,6.209842931937173,0.43873517786561267,0,0,0,0,0,0
0,297.4,308.3,1431,43.0,113,10.900000000000034,6.443246073298429,0.44664031620553357,0,0,0,0,0,0
0,297.4,308.2,1533,37.4,115,10.800000000000011,6.00358115183246,0.45454545454545453,0,0,0,0,0,0
1,297.4,308.2,1401,51.9,117,10.800000000000011,7.6138115183246065,0.4624505928853755,0,0,0,0,0,0
1,297.4,308.2,1424,53.9,120,10.800000000000011,8.03702617801047,0.4743083003952569,0,0,0,0,0,0
0,297.3,308.2,1754,29.4,123,10.899999999999977,5.399748691099476,0.48616600790513836,0,0,0,0,0,0
0,297.3,308.2,1754,26.8,125,10.899999999999977,4.922219895287959,0.49407114624505927,0,0,0,0,0,0
0,297.5,308.3,2564,12.8,127,10.800000000000011,3.4365654450261784,0.5019762845849802,1,0,0,1,0,0
0,297.5,308.5,1546,40.4,129,11.0,6.540146596858638,0.5098814229249012,0,0,0,0,0,0
0,297.5,308.5,1335,48.0,131,11.0,6.709947643979057,0.5177865612648221,0,0,0,0,0,0
1,297.5,308.6,1842,27.0,133,11.100000000000023,5.207748691099477,0.525691699604743,0,0,0,0,0,0
0,297.5,308.5,1712,26.8,136,11.0,4.804356020942408,0.5375494071146245,0,0,0,0,0,0
1,297.6,308.6,1414,45.4,138,11.0,6.722052356020942,0.5454545454545454,0,0,0,0,0,0
0,297.6,308.7,1319,50.9,141,11.099999999999966,7.03006282722513,0.5573122529644269,0,0,0,0,0,0
0,297.7,308.7,1249,60.4,143,11.0,7.899434554973821,0.5652173913043478,0,0,0,0,0,0
0,297.6,308.7,1455,48.2,145,11.099999999999966,7.3435602094240835,0.5731225296442688,0,0,0,0,0,0
1,297.6,308.7,1408,54.8,147,11.099999999999966,8.079413612565444,0.5810276679841897,0,0,0,0,0,0
0,297.6,308.7,1460,46.7,150,11.099999999999966,7.139476439790576,0.5928853754940712,0,0,0,0,0,0
0,297.6,308.6,1491,38.1,152,11.0,5.948387434554974,0.6007905138339921,0,0,0,0,0,0
1,297.6,308.5,1490,43.4,154,10.899999999999977,6.77130890052356,0.6086956521739131,0,0,0,0,0,0
1,297.5,308.4,1350,52.2,157,10.899999999999977,7.379057591623036,0.6205533596837944,0,0,0,0,0,0
0,297.5,308.4,1528,39.9,160,10.899999999999977,6.3839999999999995,0.6324110671936759,0,0,0,0,0,0
0,297.4,308.3,1571,37.7,162,10.900000000000034,6.201748691099477,0.6403162055335968,0,0,0,0,0,0
0,297.4,308.3,1490,42.6,164,10.900000000000034,6.6464921465968585,0.6482213438735178,0,0,0,0,0,0
1,297.4,308.3,1774,28.9,166,10.900000000000034,5.368439790575916,0.6561264822134387,0,0,0,0,0,0
2,297.4,308.3,1502,43.6,169,10.900000000000034,6.857298429319372,0.6679841897233202,0,0,0,0,0,0
0,297.4,308.4,1392,49.7,174,11.0,7.244230366492148,0.6877470355731226,0,0,0,0,0,0
0,297.4,308.5,2100,16.9,176,11.100000000000023,3.7162303664921468,0.6956521739130435,0,0,0,0,0,0
0,297.5,308.5,1722,30.4,178,11.0,5.481549738219895,0.7035573122529645,0,0,0,0,0,0
0,297.4,308.6,1678,32.3,180,11.200000000000045,5.675329842931936,0.7114624505928854,0,0,0,0,0,0
0,297.3,308.6,1273,59.8,182,11.300000000000011,7.9712460732984285,0.7193675889328063,0,0,0,0,0,0
0,297.3,308.6,1297,45.9,184,11.300000000000011,6.233748691099476,0.7272727272727273,0,0,0,0,0,0
0,297.3,308.5,1350,57.6,186,11.199999999999989,8.14240837696335,0.7351778656126482,0,0,0,0,0,0
0,297.4,308.6,1439,51.9,188,11.200000000000045,7.820324607329842,0.7430830039525692,0,0,0,0,0,0
1,297.4,308.5,1600,42.1,190,11.100000000000023,7.053403141361256,0.7509881422924901,0,0,0,0,0,0
1,297.4,308.6,1434,44.4,193,11.200000000000045,6.6669738219895285,0.7628458498023716,0,0,0,0,0,0
0,297.4,308.6,1459,41.3,196,11.200000000000045,6.309602094240837,0.7747035573122529,0,0,0,0,0,0
1,297.5,308.6,1472,44.9,198,11.100000000000023,6.920712041884817,0.782608695652174,0,0,0,0,0,0
0,297.5,308.7,1429,44.3,201,11.199999999999989,6.628764397905758,0.7944664031620553,0,0,0,0,0,0
0,297.5,308.6,1388,48.2,203,11.100000000000023,7.005403141361257,0.8023715415019763,0,0,0,0,0,0
0,297.4,308.4,1573,34.5,205,11.0,5.682565445026178,0.8102766798418972,0,0,0,0,0,0
0,297.4,308.4,1588,32.5,207,11.0,5.4041884816753925,0.8181818181818182,0,0,0,0,0,0
0,297.5,308.4,1511,42.8,209,10.899999999999977,6.771811518324607,0.8260869565217391,0,0,0,0,0,0
0,297.4,308.5,1495,37.8,211,11.100000000000023,5.917382198952879,0.83399209486166,0,0,0,0,0,0
0,297.4,308.4,1394,50.1,213,11.0,7.313026178010472,0.841897233201581,0,0,0,0,0,0
0,297.4,308.4,2151,17.7,0,11.0,3.9866701570680627,0.0,0,0,0,0,0,0
1,297.3,308.3,1501,38.2,2,11.0,6.0040000000000004,0.007905138339920948,0,0,0,0,0,0
1,297.3,308.3,1301,39.6,5,11.0,5.394722513089005,0.019762845849802372,0,0,0,0,0,0
1,297.3,308.3,1657,31.1,8,11.0,5.396094240837697,0.03162055335968379,0,0,0,0,0,0
0,297.3,308.3,1333,55.2,11,11.0,7.704879581151833,0.043478260869565216,0,0,0,0,0,0
0,297.3,308.3,1484,43.9,13,11.0,6.821738219895288,0.05138339920948617,0,0,0,0,0,0
0,297.3,308.4,1430,45.7,15,11.099999999999966,6.84303664921466,0.05928853754940711,0,0,0,0,0,0
1,297.3,308.4,1665,28.9,17,11.099999999999966,5.038586387434555,0.06719367588932806,0,0,0,0,0,0
0,297.4,308.5,1501,44.9,20,11.100000000000023,7.057057591623036,0.07905138339920949,0,0,0,0,0,0
1,297.5,308.5,1496,42.2,22,11.0,6.610596858638744,0.08695652173913043,0,0,0,0,0,0
1,297.6,308.6,1595,36.9,25,11.0,6.162879581151833,0.09881422924901186,0,0,0,0,0,0
0,297.5,308.6,1208,62.3,28,11.100000000000023,7.880460732984292,0.11067193675889328,0,0,0,0,0,0
0,297.5,308.6,1596,37.1,30,11.100000000000023,6.200167539267016,0.11857707509881422,0,0,0,0,0,0
0,297.5,308.5,1446,41.9,32,11.0,6.3442303664921464,0.12648221343873517,0,0,0,0,0,0
1,297.6,308.5,1466,39.7,34,10.899999999999977,6.094261780104713,0.13438735177865613,0,0,0,0,0,0
1,297.6,308.5,1848,23.7,37,10.899999999999977,4.58613612565445,0.14624505928853754,0,0,0,0,0,0
1,297.5,308.5,1484,44.7,40,11.0,6.946052356020942,0.15810276679841898,0,0,0,0,0,0
0,297.4,308.3,1493,41.2,43,10.900000000000034,6.441005235602095,0.16996047430830039,0,0,0,0,0,0
0,297.3,308.3,1504,36.3,45,11.0,5.716774869109948,0.17786561264822134,0,0,0,0,0,0
0,297.3,308.3,1538,38.5,47,11.0,6.200314136125654,0.1857707509881423,0,0,0,0,0,0
0,297.4,308.4,1341,52.2,49,11.0,7.329863874345549,0.19367588932806323,0,0,0,0,0,0
1,297.4,308.3,1535,34.6,51,10.900000000000034,5.561361256544503,0.2015810276679842,0,0,0,0,0,0
0,297.4,308.5,1389,39.2,54,11.100000000000023,5.7014450261780105,0.2134387351778656,0,0,0,0,0,0
2,297.5,308.5,1393,46.6,56,11.0,6.797256544502618,0.22134387351778656,0,0,0,0,0,0
0,297.4,308.5,1399,61.5,61,11.100000000000023,9.009267015706806,0.24110671936758893,1,0,0,1,0,0
2,297.4,308.5,1469,45.1,63,11.100000000000023,6.937371727748692,0.2490118577075099,0,0,0,0,0,0
0,297.4,308.4,1582,37.2,68,11.0,6.1623455497382205,0.26877470355731226,0,0,0,0,0,0
0,297.5,308.6,1793,26.7,70,11.100000000000023,5.0128900523560205,0.2766798418972332,0,0,0,0,0,0
0,297.5,308.6,1452,39.0,72,11.100000000000023,5.929633507853403,0.2845849802371542,0,0,0,0,0,0
1,297.6,308.7,1376,59.9,74,11.099999999999966,8.63061780104712,0.2924901185770751,0,0,0,0,0,0
0,297.5,308.6,1552,44.9,77,11.100000000000023,7.2968376963350785,0.30434782608695654,0,0,0,0,0,0
0,297.6,308.7,1622,37.9,79,11.099999999999966,6.437047120418848,0.31225296442687744,0,0,0,0,0,0
1,297.6,308.7,1419,41.7,81,11.099999999999966,6.196052356020942,0.3201581027667984,0,0,0,0,0,0
2,297.5,308.6,1440,46.1,84,11.100000000000023,6.951204188481675,0.33201581027667987,0,0,0,0,0,0
1,297.4,308.6,1643,31.0,89,11.200000000000045,5.333298429319372,0.35177865612648224,0,0,0,0,0,0
0,297.4,308.7,1510,36.2,92,11.300000000000011,5.723769633507854,0.36363636363636365,0,0,0,0,0,0
0,297.4,308.7,1468,46.6,94,11.300000000000011,7.163225130890052,0.3715415019762846,0,0,0,0,0,0
0,297.4,308.7,1429,57.4,96,11.300000000000011,8.58896335078534,0.3794466403162055,0,0,0,0,0,0
2,297.3,308.7,1478,47.6,98,11.399999999999977,7.366785340314136,0.38735177865612647,0,0,0,0,0,0
0,297.4,308.6,1276,53.6,103,11.200000000000045,7.161633507853404,0.40711462450592883,0,0,0,0,0,0
0,297.3,308.6,1486,42.6,105,11.300000000000011,6.628649214659686,0.4150197628458498,0,0,0,0,0,0
0,297.4,308.6,1476,42.3,107,11.200000000000045,6.537675392670157,0.42292490118577075,0,0,0,0,0,0
2,297.3,308.6,1431,42.0,109,11.300000000000011,6.293403141361257,0.4308300395256917,0,0,0,0,0,0
0,297.4,308.7,1402,40.2,114,11.300000000000011,5.901612565445026,0.4505928853754941,0,0,0,0,0,0
0,297.4,308.7,1433,43.4,116,11.300000000000011,6.5122722513089,0.45849802371541504,0,0,0,0,0,0
0,297.4,308.7,2874,4.2,118,11.300000000000011,1.2639581151832462,0.466403162055336,1,0,0,1,0,0
0,297.3,308.6,1511,35.7,120,11.300000000000011,5.648450261780106,0.4743083003952569,0,0,0,0,0,0
1,297.3,308.6,1456,42.9,122,11.300000000000011,6.5405654450261785,0.48221343873517786,0,0,0,0,0,0
0,297.2,308.5,1550,41.5,125,11.300000000000011,6.7356020942408374,0.49407114624505927,0,0,0,0,0,0
0,297.2,308.5,2182,16.5,127,11.300000000000011,3.769947643979058,0.5019762845849802,0,0,0,0,0,0
0,297.3,308.7,1619,31.6,129,11.399999999999977,5.35710994764398,0.5098814229249012,0,0,0,0,0,0
1,297.3,308.8,1586,32.7,131,11.5,5.430596858638744,0.5177865612648221,0,0,0,0,0,0
2,297.3,308.8,1499,44.2,134,11.5,6.937780104712042,0.5296442687747036,0,0,0,0,0,0
2,297.3,308.8,1419,42.4,139,11.5,6.300062827225131,0.549407114624506,0,0,0,0,0,0
1,297.4,309.0,1497,41.8,144,11.600000000000023,6.552314136125655,0.5691699604743083,0,0,0,0,0,0
1,297.4,309.0,1520,37.0,147,11.600000000000023,5.889005235602094,0.5810276679841897,0,0,0,0,0,0
0,297.4,309.1,1478,49.8,150,11.700000000000045,7.7072670157068055,0.5928853754940712,0,0,0,0,0,0
0,297.4,309.1,1380,41.1,152,11.700000000000045,5.939057591623037,0.6007905138339921,0,0,0,0,0,0
0,297.4,309.0,1570,37.9,154,11.600000000000023,6.2306806282722516,0.6086956521739131,0,0,0,0,0,0
2,297.4,309.0,1468,41.4,156,11.600000000000023,6.3638952879581145,0.616600790513834,0,0,0,0,0,0
0,297.4,309.0,1833,22.6,161,11.600000000000023,4.337780104712042,0.6363636363636364,0,0,0,0,0,0
1,297.4,308.9,1323,57.3,163,11.5,7.938,0.6442687747035574,0,0,0,0,0,0
0,297.4,309.0,1583,32.0,166,11.600000000000023,5.304293193717277,0.6561264822134387,0,0,0,0,0,0
1,297.3,309.0,1556,39.5,168,11.699999999999989,6.435811518324607,0.6640316205533597,0,0,0,0,0,0
0,297.3,309.0,1548,37.4,171,11.699999999999989,6.062324607329843,0.6758893280632411,0,0,0,0,0,0
